2024-06-05 16:25:39:693,1717575939693,0.0107356,0.060161497,9.138965
2024-06-05 16:25:39:694,1717575939694,0.063264385,0.028950687,9.250602
2024-06-05 16:25:39:696,1717575939696,0.06964254,0.010304645,9.323644
2024-06-05 16:25:39:697,1717575939697,0.08982087,-0.019297266,9.486506
2024-06-05 16:25:39:700,1717575939700,0.11141657,-0.031747114,9.648796
2024-06-05 16:25:39:702,1717575939702,0.14424586,-0.037263356,9.781646
2024-06-05 16:25:39:703,1717575939703,0.19633412,-0.026527755,9.910185
2024-06-05 16:25:39:705,1717575939705,0.21220288,-0.028232425,9.983773
2024-06-05 16:25:39:707,1717575939707,0.23173,-0.04061524,10.040535
2024-06-05 16:25:39:710,1717575939710,0.25294262,-0.058916517,10.115751
2024-06-05 16:25:39:711,1717575939711,0.27584076,-0.08413225,10.219822
2024-06-05 16:25:39:713,1717575939713,0.29941887,-0.08843224,10.306502
2024-06-05 16:25:39:715,1717575939715,0.32122526,-0.0879917,10.40908
2024-06-05 16:25:39:717,1717575939717,0.3596953,-0.09617987,10.547493
2024-06-05 16:25:39:719,1717575939719,0.36877412,-0.10699209,10.608756
2024-06-05 16:25:39:721,1717575939721,0.3830244,-0.116798736,10.6381855
2024-06-05 16:25:39:723,1717575939723,0.3987591,-0.11412681,10.676167
2024-06-05 16:25:39:725,1717575939725,0.40658334,-0.12435483,10.681242
2024-06-05 16:25:39:727,1717575939727,0.42034522,-0.130484,10.719263
2024-06-05 16:25:39:729,1717575939729,0.4295964,-0.13851893,10.747236
2024-06-05 16:25:39:731,1717575939731,0.44989923,-0.14933115,10.806383
2024-06-05 16:25:39:733,1717575939733,0.43130106,-0.14983872,10.825737
2024-06-05 16:25:39:735,1717575939735,0.44389457,-0.14184208,10.836166
2024-06-05 16:25:39:738,1717575939738,0.4331015,-0.14262737,10.830621
2024-06-05 16:25:39:739,1717575939739,0.42085278,-0.13821247,10.759993
2024-06-05 16:25:39:742,1717575939742,0.41870758,-0.13315591,10.702694
2024-06-05 16:25:39:743,1717575939743,0.40662163,-0.119030125,10.614138
2024-06-05 16:25:39:745,1717575939745,0.3789734,-0.10915644,10.530235
2024-06-05 16:25:39:747,1717575939747,0.3541599,-0.10349655,10.411253
2024-06-05 16:25:39:749,1717575939749,0.33199918,-0.10941502,10.330175
2024-06-05 16:25:39:751,1717575939751,0.31404266,-0.10092039,10.245086
2024-06-05 16:25:39:753,1717575939753,0.29259062,-0.09857407,10.172819
2024-06-05 16:25:39:755,1717575939755,0.277239,-0.09165004,10.111144
2024-06-05 16:25:39:757,1717575939757,0.26194483,-0.07728483,10.050179
2024-06-05 16:25:39:759,1717575939759,0.24424689,-0.06675034,9.978045
2024-06-05 16:25:39:761,1717575939761,0.21448216,-0.056493584,9.86865
2024-06-05 16:25:39:763,1717575939763,0.19945616,-0.050785806,9.791308
2024-06-05 16:25:39:765,1717575939765,0.18376935,-0.03821146,9.705184
2024-06-05 16:25:39:767,1717575939767,0.18025465,-0.021452047,9.601658
2024-06-05 16:25:39:769,1717575939769,0.15400462,-0.009576807,9.546429
2024-06-05 16:25:39:771,1717575939771,0.13081919,-0.010352529,9.512786
2024-06-05 16:25:39:773,1717575939773,0.11880028,-0.0069527617,9.466587
2024-06-05 16:25:39:775,1717575939775,0.110889845,-3.8307227E-4,9.409797
